ActionType,ActionParameters,duration,,,,,,
Search,cotton candy from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search,cotton candy from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
GetDetail,Article 437,18,,,,,,
Search,Asterian from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,Asterian from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
GetDetail,Article 227,36,,,,,,
GetDetail,Article 227,3,,,,,,
GetDetail,Article 408,0,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,0,,,,,,
GetDetail,Bio-Ada%20Campo.pdf,31,,,,,,
GetDetail,Bio-Ingrid%20Barranco.pdf,190,,,,,,
GetDetail,Employee Record 1,9,,,,,,
GetDetail,Employee Record 2,4,,,,,,
GetDetail,Employee Record 3,3,,,,,,
GetDetail,Employee Record 4,3,,,,,,
GetDetail,Employee Record 5,4,,,,,,
EditNotes,VASTWC0_revision_2_July_17_10:01_AM.patch,174,,,,,,
GetDetail,Employee Record 6,6,,,,,,
EditNotes,VASTWC0_revision_5_July_17_10:04_AM.patch,85,,,,,,
GetDetail,Employee Record 7,35,,,,,,
EditNotes,VASTWC0_revision_8_July_17_10:06_AM.patch,83,,,,,,
GetDetail,Employee Record 8,5,,,,,,
GetDetail,Employee Record 9,4,,,,,,
GetDetail,Employee Record 10,3,,,,,,
GetDetail,Employee Record 11,4,,,,,,
GetDetail,Employee Record 12,6,,,,,,
GetDetail,Employee Record 13,3,,,,,,
GetDetail,Employee Record 14,5,,,,,,
GetDetail,Employee Record 15,23,,,,,,
GetDetail,Employee Record 16,2,,,,,,
GetDetail,Employee Record 17,2,,,,,,
GetDetail,Employee Record 18,3,,,,,,
GetDetail,Employee Record 19,2,,,,,,
GetDetail,Employee Record 20,6,,,,,,
GetDetail,Employee Record 21,8,,,,,,
GetDetail,Employee Record 22,5,,,,,,
GetDetail,Employee Record 23,3,,,,,,
GetDetail,Employee Record 24,3,,,,,,
GetDetail,Employee Record 25,43,,,,,,
GetDetail,Employee Record 26,6,,,,,,
GetDetail,Employee Record 27,21,,,,,,
EditNotes,VASTWC0_revision_11_July_17_10:10_AM.patch,56,,,,,,
GetDetail,Employee Record 28,4,,,,,,
EditNotes,VASTWC0_revision_13_July_17_10:11_AM.patch,49,,,,,,
GetDetail,Employee Record 29,11,,,,,,
EditNotes,VASTWC0_revision_17_July_17_10:12_AM.patch,35,,,,,,
GetDetail,Employee Record 30,18,,,,,,
GetDetail,Employee Record 29,4,,,,,,
GetDetail,Employee Record 30,3,,,,,,
EditNotes,VASTWC0_revision_18_July_17_10:13_AM.patch,69,,,,,,
GetDetail,Employee Record 31,35,,,,,,
GetDetail,Employee Record 32,16,,,,,,
EditNotes,VASTWC0_revision_20_July_17_10:15_AM.patch,43,,,,,,
GetDetail,Employee Record 33,4,,,,,,
GetDetail,Employee Record 34,4,,,,,,
GetDetail,Employee Record 35,2,,,,,,
GetDetail,Employee Record 36,3,,,,,,
GetDetail,Employee Record 37,2,,,,,,
GetDetail,Employee Record 38,3,,,,,,
GetDetail,Employee Record 39,3,,,,,,
GetDetail,Employee Record 40,3,,,,,,
GetDetail,Employee Record 41,2,,,,,,
GetDetail,Employee Record 42,3,,,,,,
GetDetail,Employee Record 43,3,,,,,,
GetDetail,Employee Record 44,5,,,,,,
GetDetail,Employee Record 45,8,,,,,,
GetDetail,Employee Record 46,3,,,,,,
GetDetail,Employee Record 47,2,,,,,,
GetDetail,Employee Record 48,3,,,,,,
GetDetail,Employee Record 49,2,,,,,,
GetDetail,Employee Record 50,2,,,,,,
GetDetail,Employee Record 51,3,,,,,,
GetDetail,Employee Record 52,2,,,,,,
GetDetail,Employee Record 53,5,,,,,,
GetDetail,Employee Record 54,10,,,,,,
EditNotes,VASTWC0_revision_21_July_17_10:17_AM.patch,3,,,,,,
GetDetail,Employee Record 33,27,,,,,,
GetDetail,Employee Record 34,30,,,,,,
EditNotes,VASTWC0_revision_22_July_17_10:18_AM.patch,10,,,,,,
GetDetail,Employee Record 35,33,,,,,,
GetDetail,Employee Record 36,17,,,,,,
EditNotes,VASTWC0_revision_26_July_17_10:19_AM.patch,35,,,,,,
GetDetail,Employee Record 37,25,,,,,,
EditNotes,VASTWC0_revision_27_July_17_10:20_AM.patch,22,,,,,,
GetDetail,Employee Record 38,38,,,,,,
EditNotes,VASTWC0_revision_29_July_17_10:21_AM.patch,21,,,,,,
GetDetail,Employee Record 39,5,,,,,,
GetDetail,Employee Record 40,4,,,,,,
GetDetail,Employee Record 41,4,,,,,,
GetDetail,Employee Record 42,5,,,,,,
GetDetail,Employee Record 43,3,,,,,,
GetDetail,Employee Record 44,3,,,,,,
GetDetail,Employee Record 45,7,,,,,,
GetDetail,Employee Record 50,4,,,,,,
GetDetail,Employee Record 46,3,,,,,,
GetDetail,Employee Record 47,61,,,,,,
EditNotes,VASTWC0_revision_32_July_17_10:23_AM.patch,8,,,,,,
GetDetail,Employee Record 48,37,,,,,,
GetDetail,Employee Record 49,15,,,,,,
EditNotes,VASTWC0_revision_34_July_17_10:24_AM.patch,25,,,,,,
GetDetail,Employee Record 50,26,,,,,,
GetDetail,Employee Record 51,7,,,,,,
GetDetail,Employee Record 52,2,,,,,,
EditNotes,VASTWC0_revision_35_July_17_10:25_AM.patch,64,,,,,,
GetDetail,Employee Record 53,12,,,,,,
GetDetail,Employee Record 54,46,,,,,,
GetDetail,Employee Record 31,7,,,,,,
GetDetail,Employee Record 16,3,,,,,,
GetDetail,Employee Record 17,17,,,,,,
GetDetail,Article 99,120,,,,,,
GetDetail,Article 279,83,,,,,,
GetDetail,Article 406,128,,,,,,
EditNotes,VASTWC0_revision_38_July_17_10:33_AM.patch,73,,,,,,
GetDetail,Email Header 1170,70,,,,,,
GetDetail,Email Header 1169,8,,,,,,
GetDetail,Email Header 1168,9,,,,,,
GetDetail,Email Header 1167,34,,,,,,
GetDetail,Email Header 1165,15,,,,,,
GetDetail,Email Header 1164,10,,,,,,
GetDetail,Email Header 1162,26,,,,,,
GetDetail,Resume-NilsCalixto.pdf,50,,,,,,
GetDetail,Employee Record 42,37,,,,,,
GetDetail,Email Header 1160,26,,,,,,
GetDetail,Email Header 1150,12,,,,,,
GetDetail,Email Header 1155,8,,,,,,
GetDetail,Email Header 1154,16,,,,,,
GetDetail,Email Header 1153,10,,,,,,
GetDetail,Email Header 1153,5,,,,,,
GetDetail,Email Header 1152,12,,,,,,
GetDetail,Email Header 1151,6,,,,,,
GetDetail,Email Header 1149,21,,,,,,
GetDetail,Email Header 1148,7,,,,,,
GetDetail,Email Header 1147,6,,,,,,
GetDetail,Email Header 1146,3,,,,,,
GetDetail,Email Header 1145,9,,,,,,
GetDetail,Email Header 1144,5,,,,,,
GetDetail,Email Header 1143,9,,,,,,
GetDetail,Email Header 1142,5,,,,,,
GetDetail,Email Header 1141,14,,,,,,
GetDetail,Email Header 1140,5,,,,,,
GetDetail,Email Header 1139,5,,,,,,
GetDetail,Email Header 1138,2,,,,,,
GetDetail,Email Header 1137,5,,,,,,
GetDetail,Email Header 1136,14,,,,,,
GetDetail,Email Header 1135,5,,,,,,
GetDetail,Email Header 1134,4,,,,,,
GetDetail,Email Header 1133,3,,,,,,
GetDetail,Email Header 1132,4,,,,,,
GetDetail,Email Header 1131,6,,,,,,
GetDetail,Email Header 1129,7,,,,,,
GetDetail,Email Header 1130,3,,,,,,
GetDetail,Email Header 1128,4,,,,,,
GetDetail,Email Header 1127,3,,,,,,
GetDetail,Email Header 1126,27,,,,,,
GetDetail,Email Header 1110,3,,,,,,
GetDetail,Email Header 1109,2,,,,,,
GetDetail,Email Header 1108,12,,,,,,
GetDetail,Email Header 1107,10,,,,,,
GetDetail,Email Header 1106,2,,,,,,
GetDetail,Email Header 1105,3,,,,,,
GetDetail,Email Header 1104,5,,,,,,
GetDetail,Email Header 1103,2,,,,,,
GetDetail,Email Header 1102,8,,,,,,
GetDetail,Email Header 1101,7,,,,,,
GetDetail,Email Header 1100,3,,,,,,
GetDetail,Email Header 1099,5,,,,,,
GetDetail,Email Header 1098,4,,,,,,
GetDetail,Email Header 1097,4,,,,,,
GetDetail,Email Header 1096,14,,,,,,
GetDetail,Email Header 1083,9,,,,,,
GetDetail,Email Header 1085,16,,,,,,
GetDetail,Email Header 1095,6,,,,,,
GetDetail,Email Header 1094,0,,,,,,
GetDetail,Email Header 1093,5,,,,,,
GetDetail,Email Header 1092,7,,,,,,
GetDetail,Email Header 1091,3,,,,,,
GetDetail,Email Header 1090,5,,,,,,
GetDetail,Email Header 1089,31,,,,,,
GetDetail,Resume-EmileArpa.pdf,44,,,,,,
GetDetail,Resume-IreneNant.pdf,89,,,,,,
GetDetail,Employee Record 41,48,,,,,,
GetDetail,Article 430,31,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 1,94,,,,,,
GetDetail,Article 63,97,,,,,,
AddElement,Edvard Vann,7,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 1,1,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 1,2,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 1,3,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 1,25,,,,,,
GetDetail,Article 213,39,,,,,,
GetDetail,Article 419,96,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 2,10,,,,,,
GetDetail,Article 15,8,,,,,,
GetDetail,Article 442,36,,,,,,
GetDetail,Article 15,3,,,,,,
GetDetail,Article 15,3,,,,,,
GetDetail,Article 15,4,,,,,,
GetDetail,Article 358,8,,,,,,
GetDetail,Article 250,59,,,,,,
GetDetail,Article 267,58,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 1,17,,,,,,
GetDetail,Article 423,18,,,,,,
GetDetail,Article 50,10,,,,,,
GetDetail,Article 454,11,,,,,,
GetDetail,Article 3,13,,,,,,
GetDetail,Article 86,84,,,,,,
GetDetail,Article 454,5,,,,,,
GetDetail,Article 152,195,,,,,,
GetDetail,Email Header 1153,11,,,,,,
GetDetail,Email Header 1150,36,,,,,,
EditNotes,VASTWC0_revision_39_July_17_11:13_AM.patch,31,,,,,,
GetDetail,Email Header 1142,87,,,,,,
GetDetail,Email Header 1143,39,,,,,,
GetDetail,Email Header 1025,274,,,,,,
GetDetail,Article 86,72,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 2,7,,,,,,
GetDetail,Article 175,11,,,,,,
GetDetail,Article 166,11,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 3,7,,,,,,
GetDetail,Article 164,61,,,,,,
EditNotes,VASTWC0_revision_40_July_17_11:23_AM.patch,91,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 4,27,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 5,4,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 6,7,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 7,7,,,,,,
GetDetail,Article 165,0,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,0,,,,,,
EditNotes,VASTWC0_revision_41_July_18_8:37_AM.patch,300,,,,,,
EditNotes,VASTWC0_revision_44_July_18_8:42_AM.patch,0,,,,,,
GetDetail,Article 227,288,,,,,,
EditNotes,VASTWC0_revision_45_July_18_8:54_AM.patch,38,,,,,,
GetDetail,Article 265,169,,,,,,
GetDetail,Article 121,123,,,,,,
GetDetail,Article 406,210,,,,,,
EditNotes,VASTWC0_revision_46_July_18_9:03_AM.patch,540,,,,,,
EditNotes,VASTWC0_revision_55_July_18_9:12_AM.patch,0,,,,,,
GetDetail,Employee Record 5,17,,,,,,
GetDetail,Employee Record 15,8,,,,,,
GetDetail,Employee Record 16,5,,,,,,
GetDetail,Employee Record 19,5,,,,,,
GetDetail,Employee Record 21,11,,,,,,
GetDetail,Employee Record 27,12,,,,,,
EditNotes,VASTWC0_revision_57_July_18_9:15_AM.patch,180,,,,,,
EditNotes,VASTWC0_revision_60_July_18_9:18_AM.patch,0,,,,,,
EditNotes,VASTWC0_revision_61_July_18_9:24_AM.patch,0,,,,,,
Search,vip from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,VIP from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,VIP from 1982-01-01 to 2015-01-01 page 0,162,,,,,,
GetDetail,Email Header 1140,5,,,,,,
GetDetail,Email Header 763,62,,,,,,
EditNotes,VASTWC0_revision_62_July_18_9:31_AM.patch,121,,,,,,
Search,Osvaldo from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Osvaldo from 1982-01-01 to 2015-01-01 page 0,24,,,,,,
Search,Bodrogi from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,Bodrogi from 1982-01-01 to 2015-01-01 page 0,13,,,,,,
Search,Citizenship: Kronos from 1982-01-01 to 2015-01-01 page 0,45,,,,,,
Search,Citizenship: Kronos from 1982-01-01 to 2015-01-01 page 0,29,,,,,,
GetDetail,Employee Record 6,36,,,,,,
Search,Bodrogi from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Bodrogi from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
GetDetail,Employee Record 52,21,,,,,,
EditNotes,VASTWC0_revision_65_July_18_9:36_AM.patch,38,,,,,,
Search,Inga from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Inga from 1982-01-01 to 2015-01-01 page 0,20,,,,,,
EditNotes,VASTWC0_revision_67_July_18_9:37_AM.patch,27,,,,,,
Search,Bodrogi from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Bodrogi from 1982-01-01 to 2015-01-01 page 0,28,,,,,,
Search,Osvaldo from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Osvaldo from 1982-01-01 to 2015-01-01 page 0,19,,,,,,
Search,Mies from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Mies from 1982-01-01 to 2015-01-01 page 0,38,,,,,,
EditNotes,VASTWC0_revision_70_July_18_9:39_AM.patch,33,,,,,,
Search,VIP from 1982-01-01 to 2015-01-01 page 0,13,,,,,,
Search,VIP from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
GetDetail,Email Header 1152,11,,,,,,
GetDetail,Email Header 677,16,,,,,,
GetDetail,Email Header 677,4,,,,,,
GetDetail,Email Header 677,13,,,,,,
GetDetail,Email Header 1118,23,,,,,,
EditNotes,VASTWC0_revision_71_July_18_9:41_AM.patch,31,,,,,,
Search,Hideki from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Hideki from 1982-01-01 to 2015-01-01 page 0,18,,,,,,
Search,Varja from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Varja from 1982-01-01 to 2015-01-01 page 0,20,,,,,,
Search,Isia from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Isia from 1982-01-01 to 2015-01-01 page 0,45,,,,,,
EditNotes,VASTWC0_revision_72_July_18_9:43_AM.patch,0,,,,,,
GetDetail,Email Header 1131,5,,,,,,
GetDetail,Email Header 1131,72,,,,,,
EditNotes,VASTWC0_revision_73_July_18_10:17_AM.patch,0,,,,,,
Search,VIP from 1982-01-01 to 2015-01-01 page 0,11,,,,,,
Search,VIP from 1982-01-01 to 2015-01-01 page 0,33,,,,,,
Search,fire from 1982-01-01 to 2015-01-01 page 0,11,,,,,,
Search,fire alarm from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,fire alarm from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
GetDetail,Article 260,60,,,,,,
GetDetail,Article 72,27,,,,,,
GetDetail,Article 72,155,,,,,,
Search,fire alarm from 1982-01-01 to 2015-01-01 page 1,3,,,,,,
Search,fire alarm from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
GetDetail,Article 408,99,,,,,,
GetDetail,Article 446,2,,,,,,
GetDetail,Article 124,3,,,,,,
GetDetail,Article 63,5,,,,,,
GetDetail,Article 260,5,,,,,,
GetDetail,Article 72,20,,,,,,
EditNotes,VASTWC0_revision_74_July_18_10:27_AM.patch,28,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,23,,,,,,
Search,Homeland Illumination from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Homeland Illumination from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
EditNotes,VASTWC0_revision_75_July_18_10:28_AM.patch,13,,,,,,
GetDetail,Article 325,6,,,,,,
Search,Homeland Illumination from 1982-01-01 to 2015-01-01 page 2,1,,,,,,
Search,Homeland Illumination from 1982-01-01 to 2015-01-01 page 3,3,,,,,,
Search,Homeland Illumination from 1982-01-01 to 2015-01-01 page 2,1,,,,,,
GetDetail,Article 233,10,,,,,,
GetDetail,Article 262,7,,,,,,
GetDetail,Article 47,10,,,,,,
GetDetail,Article 367,5,,,,,,
GetDetail,Article 432,5,,,,,,
Search,Homeland Illumination from 1982-01-01 to 2015-01-01 page 1,5,,,,,,
GetDetail,Article 167,6,,,,,,
GetDetail,Article 374,9,,,,,,
GetDetail,Article 285,13,,,,,,
GetDetail,Article 238,34,,,,,,
GetDetail,Article 307,94,,,,,,
GetDetail,Article 452,18,,,,,,
EditNotes,VASTWC0_revision_76_July_18_10:32_AM.patch,57,,,,,,
GetDetail,Article 457,30,,,,,,
GetDetail,Article 8,17,,,,,,
GetDetail,Article 72,16,,,,,,
EditNotes,VASTWC0_revision_77_July_18_10:34_AM.patch,27,,,,,,
GetDetail,Article 221,33,,,,,,
EditNotes,VASTWC0_revision_79_July_18_10:35_AM.patch,9,,,,,,
GetDetail,Article 72,2,,,,,,
GetDetail,Article 221,3,,,,,,
GetDetail,Article 217,19,,,,,,
GetDetail,Article 217,5,,,,,,
Search,Homeland Illumination from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
GetDetail,Article 325,19,,,,,,
EditNotes,VASTWC0_revision_80_July_18_10:36_AM.patch,5,,,,,,
GetDetail,Article 211,26,,,,,,
GetDetail,Article 183,29,,,,,,
EditNotes,VASTWC0_revision_81_July_18_10:37_AM.patch,9,,,,,,
GetDetail,Article 183,3,,,,,,
GetDetail,Article 217,6,,,,,,
GetDetail,Article 183,3,,,,,,
GetDetail,Article 297,30,,,,,,
GetDetail,Article 297,2,,,,,,
GetDetail,Article 297,2,,,,,,
GetDetail,Article 161,5,,,,,,
EditNotes,VASTWC0_revision_85_July_18_10:38_AM.patch,15,,,,,,
GetDetail,Article 165,20,,,,,,
GetDetail,Article 165,2,,,,,,
GetDetail,Article 9,19,,,,,,
GetDetail,Article 9,3,,,,,,
GetDetail,Article 108,1,,,,,,
EditNotes,VASTWC0_revision_86_July_18_10:39_AM.patch,48,,,,,,
GetDetail,Article 108,1,,,,,,
GetDetail,Article 108,2,,,,,,
GetDetail,Article 95,9,,,,,,
EditNotes,VASTWC0_revision_87_July_18_10:40_AM.patch,10,,,,,,
GetDetail,Article 95,3,,,,,,
GetDetail,Article 221,11,,,,,,
GetDetail,Article 78,36,,,,,,
EditNotes,VASTWC0_revision_88_July_18_10:41_AM.patch,10,,,,,,
GetDetail,Article 78,4,,,,,,
GetDetail,Article 282,13,,,,,,
GetDetail,Article 86,36,,,,,,
GetDetail,Article 86,4,,,,,,
GetDetail,Article 105,113,,,,,,
EditNotes,VASTWC0_revision_89_July_18_10:44_AM.patch,4,,,,,,
GetDetail,Article 86,24,,,,,,
GetDetail,Article 105,32,,,,,,
EditNotes,VASTWC0_revision_91_July_18_10:45_AM.patch,17,,,,,,
GetDetail,Article 86,43,,,,,,
EditNotes,VASTWC0_revision_92_July_18_10:46_AM.patch,240,,,,,,
EditNotes,VASTWC0_revision_97_July_18_10:50_AM.patch,0,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,124,,,,,,
GetDetail,Article 406,0,,,,,,
EditNotes,VASTWC0_revision_99_July_18_11:35_AM.patch,0,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,77,,,,,,
GetDetail,Article 406,50,,,,,,
Search,missing from 1982-01-01 to 2015-01-01 page 0,8,,,,,,
Search,kidnapped from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,kidnappedj from 1982-01-01 to 2015-01-01 page 0,41,,,,,,
Search,kidnapped from 1982-01-01 to 2015-01-01 page 0,10,,,,,,
Search,kidnapped from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
EditNotes,VASTWI0_revision_1_July_17_9:49_AM.patch,150,,,,,,
GetDetail,Article 430,32,,,,,,
GetDetail,Article 423,84,,,,,,
Search,POK from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,POK from 1982-01-01 to 2015-01-01 page 0,37,,,,,,
Search,POK from 1982-04-03 to 2015-01-01 page 0,28,,,,,,
Search,POK from 1982-04-03 to 1982-07-31 page 0,87,,,,,,
Search,"January 22, 2014 from 1982-04-03 to 1982-07-31 page 0",5,,,,,,
Search,2014 from 1982-04-03 to 1982-07-31 page 0,4,,,,,,
Search,2014 from 1982-04-03 to 1982-07-31 page 0,3,,,,,,
GetDetail,Article 423,1,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,10,,,,,,
Search,2014 from 1982-01-01 to 2015-01-01 page 0,21,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,15,,,,,,
Search,guard from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,guard from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,guard from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,guard from 1982-01-01 to 2015-01-01 page 0,8,,,,,,
GetDetail,Article 279,36,,,,,,
EditNotes,VASTWI0_revision_4_July_17_9:58_AM.patch,41,,,,,,
Search,guard from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,elodis from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,elodis from 1982-01-01 to 2015-01-01 page 0,11,,,,,,
Search,Elodis from 1982-01-01 to 2015-01-01 page 0,10,,,,,,
Search,Elodis from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
GetDetail,Article 267,42,,,,,,
GetDetail,Article 302,8,,,,,,
EditNotes,VASTWI0_revision_6_July_17_10:00_AM.patch,37,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,van from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,van from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
GetDetail,Resume-BertrandOvan.pdf,57,,,,,,
Search,van from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,vann  from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,OVAN from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,OVAN from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,ovan from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,ovan from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,29,,,,,,
GetDetail,Email Header 1142,30,,,,,,
GetDetail,Resume-BertrandOvan.pdf,17,,,,,,
GetDetail,Resume-IsiaVann.pdf,25,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,10,,,,,,
Search,Vann from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
Search,Vann from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
GetDetail,Article 265,22,,,,,,
GetDetail,Article 265,23,,,,,,
AddElement,Julian Vann,51,,,,,,
AddElement,Mestache Vardshvna,9,,,,,,
Search,Mestache from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,Mestache from 1982-01-01 to 2015-01-01 page 0,33,,,,,,
Search,protectors from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,protectors from 1982-01-01 to 2015-01-01 page 0,35,,,,,,
GetDetail,Article 94,79,,,,,,
GetDetail,Article 45,15,,,,,,
GetDetail,Article 213,38,,,,,,
GetDetail,Article 344,9,,,,,,
GetDetail,Article 383,10,,,,,,
Search,elodis from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
Search,Elodis from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,Elodis from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
GetDetail,Article 56,3,,,,,,
GetDetail,Article 279,14,,,,,,
GetDetail,Article 222,33,,,,,,
GetDetail,Article 228,8,,,,,,
GetDetail,Article 143,63,,,,,,
AddElement,Jeroen Carol,11,,,,,,
GetDetail,Article 312,6,,,,,,
Search,Carol from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Carol from 1982-01-01 to 2015-01-01 page 0,8,,,,,,
Search,Jeroen from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Jeroen from 1982-01-01 to 2015-01-01 page 0,69,,,,,,
Search,Jeroen from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
Search,Jeroen from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,Jeroen from 1982-01-01 to 2015-01-01 page 0,27,,,,,,
Search,Antaura from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,Antaura from 1982-01-01 to 2015-01-01 page 0,29,,,,,,
Search,leader from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,leader from 1982-01-01 to 2015-01-01 page 0,15,,,,,,
GetDetail,Article 337,5,,,,,,
Search,Jeroen from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,Karel from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Carol from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Carol from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,Karel from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Karel from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
GetDetail,Article 121,46,,,,,,
Search,Karel from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
AddConnection,Julian Vann,2,,,,,,
AddConnection,Julian Vann,2,,,,,,
Search,Karel from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
